book no.,Year,sentence
volume56_book_256.txt,"November 16, 1933",There is ample justification for Europeans saying that they cannot possibly exist in India without incurring expenses out of all proportion to the Indian average.
volume56_book_256.txt,"November 16, 1933","It is difficult enough even for Mira, in spite of her tremendous love for India, in spite of her iron will, to bend herself to the Indian simplicity, and Mira is the general average."
volume56_book_256.txt,"November 16, 1933",But even she has to be protected against herself and compel[ledJ to give herself facilities which her associates are not given.
volume56_book_256.txt,"November 16, 1933",She would have become bed-ridden long ago if I had not laid down the law from the very first and I know that she has extraordinarily accommodated herself to the Indian life.
volume56_book_256.txt,"November 16, 1933","But, even she would have failed completely if she had married an Indian and made the futile attempt of bringing up her children after the Indian style."
volume56_book_256.txt,"November 16, 1933",Nobody who has not lived in India like Indians can possibly have a conception of what I am writing.
volume56_book_256.txt,"November 16, 1933",India is the poorest country in the world.
volume56_book_256.txt,"November 16, 1933",And it is a tremendous job for a Western girl to come to India and marry an Indian with a fixed determination of living the essentially Indian life.
volume56_book_256.txt,"November 16, 1933",I do not recall a single Indian who has taken a European girl for his wife living the life of the average Indian.
volume56_book_256.txt,"November 16, 1933",He simply cannot do it if he will do justice to his wife.
volume56_book_256.txt,"November 16, 1933",And I myself much less .
volume56_book_256.txt,"November 16, 1933",.1 reconciled to ourselves to Manu 1 Some words are illegible.
volume56_book_256.txt,"November 16, 1933","236 THE COLLECTED WORKS OF MAHATMA GANDHI having lower his idea for the sake of Elizabeth.1 It is for reasons such as this that I have cried out for celibacy for those who dedicate themselves completely to God, i.e., to the service of God's creation."
volume56_book_256.txt,"November 16, 1933","There is no difficulty in my treating Mira as my daughter or you, but, imagine me having any European girl as daughter-in-law."
volume56_book_256.txt,"November 16, 1933",I should be frightened.
volume56_book_256.txt,"November 16, 1933","I could not shoulder the burden, because I could not reconcile myself to Devdas, for instance, having to tear himself away from his natural surroundings."
volume56_book_256.txt,"November 16, 1933",I feel it to be premature for Indians to contract marriage relations with Europeans.
volume56_book_256.txt,"November 16, 1933",When India has improved her conditions or when Europeans have boys and girls who have become inured to uttermost simplicity and have become domiciled in India I can look forward with happiness to Indo-European marriages.
volume56_book_256.txt,"November 16, 1933","Now, I think, I have given you a long enough letter and ample matter for thought."
volume56_book_256.txt,"November 16, 1933","You know, at least somewhat, what I would wish, but I do not, in any shape or form, expect you to give effect to my wish, if what I have said does not appeal to you."
volume56_book_256.txt,"November 16, 1933","And, if you think otherwise about the future of Manu and Elizabeth, you will not hesitate to tell me so."
volume56_book_256.txt,"November 16, 1933",Whilst I deeply appreciate your losing yourself in me I would not be guilty of enslaving your reason or your heart.
volume56_book_256.txt,"November 16, 1933","Imperfect as I am, I would not have you to become a partner in my errors."
volume56_book_256.txt,"November 16, 1933","You must, therefore, exercise your full judgment in everything you do in association with me."
volume56_book_256.txt,"November 16, 1933","My love for you will be none the less for your differing with me when you feel the need for difference in thought, speech or action."
volume56_book_256.txt,"November 16, 1933",I have not put before you one more thing that I have stated in my letter to Elizabeth.
volume56_book_256.txt,"November 16, 1933",I would simply state the proposition without arguing it.
volume56_book_256.txt,"November 16, 1933","I believe that, when husband and wife profess a different faith, the progeny should be brought up in the faith of the husband."
volume56_book_256.txt,"November 16, 1933","There are, to me, sound religious and philosophic reasons for this proposition."
volume56_book_256.txt,"November 16, 1933","If this proposition does not appear to be sound, you should ask Elizabeth to show you my letter to her."
volume56_book_256.txt,"November 16, 1933",I am working just now under tremendous strain.
volume56_book_256.txt,"November 16, 1933",I get very little time for carrying on correspondence.
volume56_book_256.txt,"November 16, 1933","This letter too, I am dictating under trying circumstances."
volume56_book_256.txt,"November 16, 1933","I would, therefore, like you, if you think it wise, to share this letter with Elizabeth as also Manu."
volume56_book_256.txt,"November 16, 1933","But, if you think it wise not [to] do so, please tell both 1 Perhaps the sentence should read: And I [am] myself much less [inclined to] reconcile ourselves to Manu having [to] lower his ideal for the sake of Elizabeth."
volume56_book_256.txt,"November 16, 1933","LETTER TO MANU GANDHI 237 of them that I have their joint letter as also Elizabeth's previous letter, both of which I appreciate and about which I have written to you."
volume56_book_256.txt,"November 16, 1933",I hope you received my letter wherein the £ 15 sent by you were acknowledged.
volume56_book_256.txt,"November 16, 1933",I cannot warn you too often against unduly denying yourself.
volume55_book_235.txt,"June 15, 1933","LETTER TO C. F. ANDREWS 'PARNAKUTI', POONA 6, June 15, 1933 MY DEAR CHARLIE, As soon as I was able I wanted to deal with two of your important letters."
volume55_book_235.txt,"June 15, 1933","Your telegram and your letters 2 have helped me greatly, but I must not deal with the past for I have still to be miserly in the expenditure of my energy."
volume55_book_235.txt,"June 15, 1933",I am glad you are there able to look after your brother to a certain extent.
