date,sentence,importance,event-type,cluster
"November 8, 1932",Give my blessings and regards of all three of us to the coworkers who are with you in the jail.,0,,
"November 8, 1932",Probably you know what is going on here in regard to untouchability.,0,,
"November 8, 1932",You can send any suggestions which occur to you.,0,,
"November 8, 1932",You will be permitted by the authorities there to do so.,0,,
"October 24, 1932","LETTER TO E. E. DOYLE Urgent October 24, 1932 DEAR COL. DOYLE, Your communication regarding my request 2 for a definition of Government policy about my interviewing friends and carrying on correspondence in the matter of untouchability and another matter was read to me by Major Bhandari this morning.",1,event,550
"October 24, 1932",I was allowed to make a copy of it.,0,,
"October 24, 1932","According to the communication, ""Government are prepared to allow me a reasonable number of interviews (with persons approved by them)"", and to carry on correspondence, ""provided it is clearly understood that it is not reproduced in the Press"".",1,demand,550
"October 24, 1932",It is clear to me that Government could not be aware that my fast is only suspended and that it may have to be resumed if the work of removal of untouchability is not thoroughly done.,1,fact,550
"October 24, 1932","Moreover, so far as a temple in the South is concerned, I might be obliged to join Sjt.",1,demand,550
"October 24, 1932","Kelappan in his fast, if by or before the 2nd of January next that temple is not opened to the so-called untouchables.",1,fact,550
"October 24, 1932",This the Government has known.,0,,
"October 24, 1932",Three weeks 1 Vide p. 265.,0,,
"October 24, 1932","288 LETTER TO E. E. DOYLE 289 have already passed without my being able to do much work, apart from being permitted after long delay to send two telegrams.",0,,
"October 24, 1932","Despatch and publicity are essential, if I am to overtake the work of reform in due time.",0,,
"October 24, 1932",I therefore submit that all restrictions on the choice of visitors and publication of correspondence should be removed.,0,,
"October 24, 1932",I can have no objection to the presence of an official or officials at the interviews and inspection there and then of correspondence.,0,,
"October 24, 1932","If assistance is supplied to me, the Government may have copies of all correspondence and shorthand notes of interviews.",1,fact,600
"October 24, 1932",Naturally these interviews and correspondence should have no reference to civil disobedience and must be strictly limited to the removal of untouchability.,1,demand,600
"October 24, 1932","Unless therefore these restrictions, as submitted above, are removed, before the 1st November next, I shall be reluctantly obliged to withdraw, subject to the limitations imposed by the law of satyagraha, such co-operation as is possible for me to do.",1,demand,600
"October 24, 1932","And as a preliminary, I shall deny myself all the feeding facilities permitted to me and restrict myself to such 'C' class diet as I can within my vow consistently take and so long as my body can accommodate itself to such food.",1,fact,600
"October 24, 1932",I do hope the Government will not regard this as a threat.,0,,
"October 24, 1932",The contemplated step is the natural consequence of the Government attitude.,0,,
"October 24, 1932","I can have no interest in life if I cannot prosecute, without let or hindrance, work for which the fast was undertaken and suspended.",1,fact,9935785440
"October 24, 1932",I would have said nothing if this moral and religious reform had anything to do with civil disobedience.,0,,
"October 24, 1932","With reference to my personal letter1 to the Honourable Mr. Hudson, the reply comes upon me as a painful surprise.",1,fact,9935785440
"October 24, 1932","If the warning read out to me at the interview with Dr. Ambedkar was by way of punishment for what I am alleged to have done regarding the telegram to Maulana Shaukat Ali, common justice even to a prisoner demanded that the cause of the punishment should have been conveyed to me at the time of the warning, and before the punishment was pronounced explanation should have been called for from me.",1,demand,102
"October 24, 1932",I never knew that a prisoner could be condemned unheard.,1,fact,102
"October 24, 1932",Nor had I the remotest idea that the letter to my son which I had seen was intended to convey any warning to me.,1,event,102
"October 24, 1932","Let me say that my son told me definitely in official presence that Mr. Hudson had in a generous manner not only quickly granted him permission to see me as often as he liked but that he had permitted him to talk to me about anything and carry any messages from me, so long as he gave no interviews to the Press 1 Vide pp.",1,event,102
"October 24, 1932",51-19 290 THE COLLECTED WORKS OF MAHATMA GANDHI and published nothing.,0,,
"October 24, 1932","In view of this conversation I saw nothing wrong in asking my son to tell Mr. Shaukat Ali that I had seen his wire and that I had replied to it, and that he was likely to receive the reply in the course of a day or two, the delay being due to the fact that it had gone to the Government for being passed.",1,event,102
"October 24, 1932",I had not then the remotest idea that the utterly innocent telegram would not be passed.,1,fact,102
"October 24, 1932",I did therefore give my son also the purport of the reply.,1,event,102
"October 24, 1932",Let me however correct two misstatements in the paragraph of your communication regarding this matter.,1,demand,
"October 24, 1932","I had no knowledge at the time of talking to my son that the telegram had not been ""passed for transmission"".",1,event,102
"October 24, 1932",Nor is it correct to say that the text of the reply has been published in the Press.,1,event,102
"October 24, 1932",What I have seen is only the substance.,0,,
"October 24, 1932",I did not give my son a copy of the reply.,0,,
"October 24, 1932",I add that my son out of nobility of his nature wrote a gentlemanly letter to Mr. Hudson regretting that Maulana Shaukat Ali had published his conversation with him in spite of his caution.,1,event,103
"October 24, 1932","He had expected a letter of thanks in reply for his frankness but unfortunately he received a reprimand, and he remained quiet under it.",1,event,103
"October 24, 1932",I should be sorry if after this very full explanation Mr. Hudson does not revise his opinion and think that as man to man he has done me a grave injustice.,1,demand,103
